timestamp,machine_id,vibration,temperature,pressure,runtime_hours,voltage,current,acoustic_emission,rotation_speed,torque,power_consumption,failure
2023-07-07 04:00:00,MACHINE_063,2.1197614492285446,73.2469066344576,5.267122330310529,51.95528370359443,221.94446507293898,12.124226378992436,63.263561641006476,1469.1360864763433,153.95945104762035,21.859795432782246,0
2023-10-23 12:00:00,MACHINE_047,2.2593426833070436,67.93206414004896,5.855871487512361,83.99748519755991,217.93462486092673,13.478733710687639,64.7304027393479,1497.6529475221068,149.20713298852226,20.888602022825673,0
2023-12-24 07:00:00,MACHINE_018,2.153682668073912,68.17748942981883,5.3822946511614065,30.8432953427194,220.35218661107072,13.03907544387255,62.89792771086635,1486.9136011369128,147.7702602097116,23.879089745149127,0
2023-09-20 18:00:00,MACHINE_048,2.102584920668959,68.88471460422218,5.435940125300844,41.91523995779896,213.5604723489317,11.045742892428645,61.648271447131464,1494.2484596900238,149.42676956867632,19.90016654234252,0
2023-03-09 21:00:00,MACHINE_046,1.660004537376662,70.80338914836521,5.378135600795609,20.821974427464905,219.68882365890832,12.187292150902305,68.43598313355675,1499.1771415900953,145.88597931983574,23.205807710280872,0
2023-06-24 16:00:00,MACHINE_064,2.054462726139146,,5.4277300306635725,40.00019473612787,221.68340575201344,11.135003538766197,67.61214838512325,1511.3529589890868,152.73856023359082,21.246423008042463,0
2023-12-14 04:00:00,MACHINE_006,4.0159929518613655,,5.2491488598091625,75.83014302893771,228.11527088424884,12.346299006184164,65.83325969052287,1497.8429638444866,146.17597406836356,21.572476887197332,0
2023-10-05 02:00:00,MACHINE_053,1.6338446831282023,70.90579936791399,5.536013723471483,2.008225816960076,222.63859743309342,11.948374608619257,61.312461826210324,1497.5394568612576,142.4524504668887,24.364946316443817,0
2023-06-25 15:00:00,MACHINE_064,2.594378981575641,70.03398538877796,5.471858010343777,62.87532779704554,216.65887216841654,11.867621386015813,63.632558573145204,1479.2082376981514,143.53475174307587,24.720234209467044,0
2023-11-03 15:00:00,MACHINE_005,2.1928644810968745,65.25187363638908,5.8595918345509315,38.981836353570294,227.7007123246385,13.417613112948723,63.928175589566116,1480.5482750598394,149.41284558601805,21.160192942456796,0
2023-04-14 02:00:00,MACHINE_028,2.938908220193784,68.6409325660794,5.721763953583395,50.12900650358767,216.9654228331542,11.01593379625061,72.54234399590511,1489.6808959135544,143.78706701388467,22.924582642958462,0
2023-01-08 15:00:00,MACHINE_075,2.645614384947147,72.39141531131285,6.089536382582477,86.99053908303898,,,68.33582736081331,1485.1836993965921,142.22521447211264,19.114877590301464,0
2023-10-08 00:00:00,MACHINE_053,2.431322589815471,73.18939625239346,5.372794180505187,71.97293136128668,214.31923271992395,13.17991206009342,62.035851965804,1477.5512099931004,143.43195043166756,26.888637373558804,0
2023-07-06 05:00:00,MACHINE_057,1.9343783083753348,66.25235455633111,5.128195970390321,52.8956074373633,224.70377474379526,10.53970571041875,68.42307554893029,1480.5009690109493,156.306268015644,23.33504174051121,0
2023-01-06 03:00:00,MACHINE_040,3.641530947456483,71.29842950809683,5.355470461393239,99.09815631520571,221.84331958016404,12.330855089588894,64.67731318252343,1495.8755851777412,142.2932620869917,23.080134804005414,0
2023-02-23 09:00:00,MACHINE_061,2.185738047787197,73.64304243911255,5.421046694823102,33.1131395478823,216.95475390258696,11.863600948159773,59.57197247460643,1515.3719819082662,142.90080352538305,22.02927610527604,0
2023-12-14 10:00:00,MACHINE_006,2.2025961369865703,74.76691876855733,5.065708994472124,81.753802029411,214.82575375129352,,70.96941549264923,1476.120151211161,139.70676936442962,24.741155807417968,0
